ZipCode,Main_City,FIPS,County_Forecast_Week_Ahead_Total,ZipPopulation,ZipCode_Forecast_Week_Ahead_Total,4/3/20,4/10/20,4/17/20
60046,Lake Villa,17097,1540,35286,64,64,96,144
60047,Lake Zurich,17097,1540,42637,77,77,115,172
60048,Libertyville,17097,1540,29058,52,52,78,117
60060,Mundelein,17097,1540,37208,67,67,100,150
60061,Vernon Hills,17097,1540,27004,49,49,73,109
60064,North Chicago,17097,1540,15705,28,28,42,63
60069,Lincolnshire,17097,1540,8186,15,15,22,33
60073,Round Lake,17097,1540,61706,111,111,166,249
60074,Palatine,17097,1540,39478,71,71,106,159
60083,Wadsworth,17097,1540,9990,18,18,27,40
60084,Wauconda,17097,1540,16612,30,30,45,67
60085,Waukegan,17097,1540,70850,128,128,192,288
60086,North Chicago,17097,1540,70850,128,128,192,288
60087,Waukegan,17097,1540,26678,48,48,72,108
60088,Great Lakes,17097,1540,12662,23,23,34,51
60089,Buffalo Grove,17097,1540,41392,75,75,112,168
60096,Winthrop Harbor,17097,1540,6803,12,12,18,27
60099,Zion,17097,1540,30934,56,56,84,126
60470,Ransom,17099,35,497,0,0,0,0
60531,Leland,17099,35,1759,1,1,1,1
60541,Newark,17099,35,3660,1,1,1,1
60548,Sandwich,17099,35,12374,4,4,6,9
60549,Serena,17099,35,12374,4,4,6,9
60551,Sheridan,17099,35,5500,2,2,3,4
60552,Somonauk,17099,35,4401,2,2,3,4
61301,La Salle,17099,35,10088,4,4,6,9
61321,Dana,17099,35,724,0,0,0,0
61325,Grand Ridge,17099,35,1454,1,1,1,1
61341,Marseilles,17099,35,7999,3,3,4,6
61348,Oglesby,17099,35,4483,2,2,3,4
61350,Ottawa,17099,35,23835,9,9,13,19
61360,Seneca,17099,35,3678,1,1,1,1
61370,Tonica,17099,35,1393,1,1,1,1
61373,Utica,17099,35,2134,1,1,1,1
62417,Bridgeport,17101,14,3281,1,1,1,1
62427,Flat Rock,17101,14,1690,1,1,1,1
62439,Lawrenceville,17101,14,7166,3,3,4,6
60518,Earlville,17103,14,3543,1,1,1,1
60530,Lee,17103,14,484,0,0,0,0
60553,Steward,17103,14,701,0,0,0,0
61042,Harmon,17103,14,605,0,0,0,0
61310,Amboy,17103,14,3748,1,1,1,1
61318,Compton,17103,14,845,0,0,0,0
61330,La Moille,17103,14,1437,1,1,1,1
61342,Mendota,17103,14,8763,3,3,4,6
61349,Ohio,17103,14,863,0,0,0,0
61353,Paw Paw,17103,14,1201,0,0,0,0
61367,Sublette,17103,14,739,0,0,0,0
61376,Walnut,17103,14,2118,1,1,1,1
61378,West Brooklyn,17103,14,333,0,0,0,0
60420,Dwight,17105,35,4812,3,3,4,6
60460,Odell,17105,35,1333,1,1,1,1
60917,Buckingham,17105,35,529,0,0,0,0
60919,Cabery,17105,35,777,0,0,0,0
60921,Chatsworth,17105,35,1517,1,1,1,1
60929,Cullom,17105,35,2106,1,1,1,1
60934,Emington,17105,35,925,1,1,1,1
60946,Kempton,17105,35,175,0,0,0,0
60952,Melvin,17105,35,686,0,0,0,0
60959,Piper City,17105,35,1060,1,1,1,1
60961,Reddick,17105,35,725,0,0,0,0
61311,Ancona,17105,35,3748,2,2,3,4
61313,Blackstone,17105,35,511,0,0,0,0
61319,Cornell,17105,35,1434,1,1,1,1
61333,Long Point,17105,35,1437,1,1,1,1
61364,Streator,17105,35,19054,11,11,16,24
61740,Flanagan,17105,35,1536,1,1,1,1
61741,Forrest,17105,35,1703,1,1,1,1
61743,Graymont,17105,35,205,0,0,0,0
61764,Pontiac,17105,35,14026,8,8,12,18
61769,Saunemin,17105,35,621,0,0,0,0
61775,Strawn,17105,35,1120,1,1,1,1
62512,Beason,17107,21,446,0,0,0,0
62518,Chestnut,17107,21,176,0,0,0,0
62634,Elkhart,17107,21,566,0,0,0,0
62643,Hartsburg,17107,21,1479,1,1,1,1
62656,Lincoln,17107,21,19535,10,10,15,22
62659,Lincolns New Salem,17107,21,19535,10,10,15,22
61411,Adair,17109,56,444,1,1,1,1
61420,Blandinsville,17109,56,1121,2,2,3,4
61422,Bushnell,17109,56,3164,5,5,7,10
61438,Good Hope,17109,56,917,1,1,1,1
61450,La Harpe,17109,56,1787,3,3,4,6
61455,Macomb,17109,56,20698,33,33,49,73
61459,Marietta,17109,56,385,1,1,1,1
61470,Prairie City,17109,56,2248,4,4,6,9
61482,Table Grove,17109,56,1210,2,2,3,4
62326,Colchester,17109,56,2337,4,4,6,9
62374,Tennessee,17109,56,294,0,0,0,0
60010,Barrington,17111,385,46087,46,46,69,103
60012,Crystal Lake,17111,385,10958,11,11,16,24
60013,Cary,17111,385,25827,26,26,39,58
60014,Crystal Lake,17111,385,48443,48,48,72,108
60021,Fox River Grove,17111,385,5548,6,6,9,13
60033,Harvard,17111,385,13681,14,14,21,31
60034,Hebron,17111,385,2077,2,2,3,4
60042,Island Lake,17111,385,8420,8,8,12,18
60050,McHenry,17111,385,32732,33,33,49,73
60051,McHenry,17111,385,23298,23,23,34,51
60071,Richmond,17111,385,3581,4,4,6,9
60072,Ringwood,17111,385,1021,1,1,1,1
60081,Spring Grove,17111,385,9660,10,10,15,22
60097,Wonder Lake,17111,385,10826,11,11,16,24
60098,Woodstock,17111,385,32526,32,32,48,72
60102,Algonquin,17111,385,32739,33,33,49,73
60135,Genoa,17111,385,6906,7,7,10,15
60142,Huntley,17111,385,28121,28,28,42,63
60152,Marengo,17111,385,12345,12,12,18,27
60156,Lake In The Hills,17111,385,28886,29,29,43,64
60180,Union,17111,385,2077,2,2,3,4
61038,Garden Prairie,17111,385,1149,1,1,1,1
60936,Gibson City,17113,154,4103,3,3,4,6
61701,Bloomington,17113,154,35783,25,25,37,55
61704,Bloomington,17113,154,37204,26,26,39,58
61705,Bloomington,17113,154,12971,9,9,13,19
61709,Bloomington,17113,154,12971,9,9,13,19
61710,Bloomington,17113,154,12971,9,9,13,19
61720,Anchor,17113,154,12971,9,9,13,19
61722,Arrowsmith,17113,154,478,0,0,0,0
61723,Atlanta,17113,154,2595,2,2,3,4
61724,Bellflower,17113,154,2595,2,2,3,4
61726,Chenoa,17113,154,2427,2,2,3,4
61728,Colfax,17113,154,1311,1,1,1,1
61730,Cooksville,17113,154,301,0,0,0,0
61731,Cropsey,17113,154,194,0,0,0,0
61736,Downs,17113,154,1750,1,1,1,1
61737,Ellsworth,17113,154,476,0,0,0,0
61739,Fairbury,17113,154,4577,3,3,4,6
61745,Heyworth,17113,154,4614,3,3,4,6
61752,Le Roy,17113,154,4389,3,3,4,6
61753,Lexington,17113,154,3058,2,2,3,4
61754,Mc Lean,17113,154,1063,1,1,1,1
61761,Normal,17113,154,55222,38,38,57,85
61770,Saybrook,17113,154,1138,1,1,1,1
61772,Shirley,17113,154,1138,1,1,1,1
61774,Stanford,17113,154,1120,1,1,1,1
61776,Towanda,17113,154,1348,1,1,1,1
61843,Fisher,17113,154,2368,2,2,3,4
61749,Kenney,17115,105,2720,3,3,4,6
61756,Maroa,17115,105,2413,2,2,3,4
61882,Weldon,17115,105,694,1,1,1,1
62501,Argenta,17115,105,2863,3,3,4,6
62513,Blue Mound,17115,105,1767,2,2,3,4
62521,Decatur,17115,105,35529,33,33,49,73
62522,Decatur,17115,105,15261,14,14,21,31
62523,Decatur,17115,105,1439,1,1,1,1
62526,Decatur,17115,105,32303,30,30,45,67
62535,Forsyth,17115,105,3003,3,3,4,6
62543,Latham,17115,105,531,0,0,0,0
62544,Macon,17115,105,1597,1,1,1,1
62547,Mount Auburn,17115,105,926,1,1,1,1
62549,Mt Zion,17115,105,6264,6,6,9,13
62551,Niantic,17115,105,2778,3,3,4,6
62554,Oreana,17115,105,1311,1,1,1,1
62573,Warrensburg,17115,105,1912,2,2,3,4
62009,Benld,17117,14,1814,1,1,1,1
62014,Bunker Hill,17117,14,4131,2,2,3,4
62033,Gillespie,17117,14,4515,2,2,3,4
62044,Greenfield,17117,14,2094,1,1,1,1
62063,Medora,17117,14,1082,1,1,1,1
62079,Piasa,17117,14,244,0,0,0,0
62626,Carlinville,17117,14,7710,4,4,6,9
62630,Chesterfield,17117,14,365,0,0,0,0
62649,Hettick,17117,14,604,0,0,0,0
62674,Palmyra,17117,14,1398,1,1,1,1
62685,Shipman,17117,14,2416,1,1,1,1
62001,Alhambra,17119,112,1796,1,1,1,1
62002,Alton,17119,112,31059,13,13,19,28
62010,Bethalto,17119,112,11357,5,5,7,10
62012,Brighton,17119,112,6426,3,3,4,6
62018,Cottage Hills,17119,112,3034,1,1,1,1
62021,Dorsey,17119,112,920,0,0,0,0
62024,East Alton,17119,112,9916,4,4,6,9
62025,Edwardsville,17119,112,34313,14,14,21,31
62026,Edwardsville,17119,112,34313,14,14,21,31
62034,Glen Carbon,17119,112,13667,6,6,9,13
62035,Godfrey,17119,112,16520,7,7,10,15
62040,Granite City,17119,112,42447,18,18,27,40
62048,Hartford,17119,112,1829,1,1,1,1
62060,Madison,17119,112,4586,2,2,3,4
62061,Marine,17119,112,1671,1,1,1,1
62062,Maryville,17119,112,8008,3,3,4,6
62067,Moro,17119,112,2755,1,1,1,1
62084,Roxana,17119,112,1464,1,1,1,1
62087,South Roxana,17119,112,2172,1,1,1,1
62088,Staunton,17119,112,6569,3,3,4,6
62090,Venice,17119,112,1293,1,1,1,1
62095,Wood River,17119,112,10455,4,4,6,9
62097,Worden,17119,112,3064,1,1,1,1
62249,Highland,17119,112,15507,6,6,9,13
62275,Pocahontas,17119,112,3705,2,2,3,4
62281,Saint Jacob,17119,112,2712,1,1,1,1
62807,Alma,17121,21,702,1,1,1,1
62830,Dix,17121,21,1245,1,1,1,1
62838,Farina,17121,21,1816,1,1,1,1
62849,Iuka,17121,21,2100,2,2,3,4
62853,Kell,17121,21,987,1,1,1,1
62854,Kinmundy,17121,21,1716,1,1,1,1
62870,Odin,17121,21,2090,2,2,3,4
62875,Patoka,17121,21,1253,1,1,1,1
62881,Salem,17121,21,10842,8,8,12,18
62882,Sandoval,17121,21,2387,2,2,3,4
62889,Texico,17121,21,938,1,1,1,1
62892,Vernon,17121,21,374,0,0,0,0
62893,Walnut Hill,17121,21,374,0,0,0,0
61358,Rutland,17123,7,10680,2,2,3,4
61369,Toluca,17123,7,1656,0,0,0,0
61375,Varna,17123,7,1157,0,0,0,0
61377,Wenona,17123,7,1421,0,0,0,0
61537,Henry,17123,7,2754,0,0,0,0
61540,Lacon,17123,7,2770,0,0,0,0
61532,Forest City,17125,7,3335,1,1,1,1
61567,Topeka,17125,7,540,0,0,0,0
62617,Bath,17125,7,5712,1,1,1,1
62627,Chandlerville,17125,7,1029,0,0,0,0
62633,Easton,17125,7,566,0,0,0,0
62644,Havana,17125,7,4946,1,1,1,1
62655,Kilbourne,17125,7,460,0,0,0,0
62664,Mason City,17125,7,3061,1,1,1,1
62671,New Holland,17125,7,487,0,0,0,0
62908,Belknap,17127,21,496,1,1,1,1
62909,Boles,17127,21,496,1,1,1,1
62642,Greenview,17129,14,1479,2,2,3,4
62666,Middletown,17129,14,613,1,1,1,1
62673,Oakford,17129,14,487,1,1,1,1
62675,Petersburg,17129,14,5869,8,8,12,18
62688,Tallula,17129,14,602,1,1,1,1
61231,Aledo,17131,7,5213,3,3,4,6
61262,Lynn Center,17131,7,1123,1,1,1,1
61442,Keithsburg,17131,7,708,0,0,0,0
61465,New Windsor,17131,7,1161,1,1,1,1
61466,North Henderson,17131,7,1161,1,1,1,1
61476,Seaton,17131,7,292,0,0,0,0
61486,Viola,17131,7,1469,1,1,1,1
62244,Fults,17133,70,5795,55,55,82,123
62295,Valmeyer,17133,70,1547,15,15,22,33
62015,Butler,17135,21,635,0,0,0,0
62017,Coffeen,17135,21,3674,1,1,1,1
62019,Donnellson,17135,21,3034,1,1,1,1
62032,Fillmore,17135,21,149,0,0,0,0
62049,Hillsboro,17135,21,8946,4,4,6,9
62051,Irving,17135,21,585,0,0,0,0
62056,Litchfield,17135,21,8574,3,3,4,6
62069,Mount Olive,17135,21,3088,1,1,1,1
62074,New Douglas,17135,21,1333,1,1,1,1
62075,Nokomis,17135,21,3662,1,1,1,1
62080,Ramsey,17135,21,2433,1,1,1,1
62083,Rosamond,17135,21,2746,1,1,1,1
62086,Sorento,17135,21,1263,1,1,1,1
62091,Walshville,17135,21,380,0,0,0,0
62094,Witt,17135,21,1148,0,0,0,0
62533,Farmersville,17135,21,778,0,0,0,0
62538,Harvel,17135,21,3003,1,1,1,1
62546,Morrisonville,17135,21,1624,1,1,1,1
62560,Raymond,17135,21,1196,0,0,0,0
62572,Waggoner,17135,21,516,0,0,0,0
62640,Girard,17135,21,3583,1,1,1,1
62601,Alexander,17137,28,353,2,2,3,4
62611,Arenzville,17137,28,1115,6,6,9,13
62612,Ashland,17137,28,1799,9,9,13,19
62631,Concord,17137,28,365,2,2,3,4
62638,Franklin,17137,28,1364,7,7,10,15
62667,Modesto,17137,28,613,3,3,4,6
61911,Arthur,17139,14,5071,4,4,6,9
61925,Dalton City,17139,14,670,1,1,1,1
61937,Lovington,17139,14,2132,2,2,3,4
61951,Sullivan,17139,14,7956,7,7,10,15
60129,Esmond,17141,21,260,0,0,0,0
61006,Ashton,17141,21,1905,1,1,1,1
61010,Byron,17141,21,7805,3,3,4,6
61015,Chana,17141,21,1107,0,0,0,0
61021,Dixon,17141,21,23031,7,7,10,15
61030,Forreston,17141,21,2302,1,1,1,1
61031,Franklin Grove,17141,21,1541,0,0,0,0
61049,Lindenwood,17141,21,560,0,0,0,0
61051,Milledgeville,17141,21,1688,1,1,1,1
61052,Monroe Center,17141,21,821,0,0,0,0
61054,Mount Morris,17141,21,3674,1,1,1,1
61061,Oregon,17141,21,6382,2,2,3,4
61068,Rochelle,17141,21,14289,5,5,7,10
61489,Williamsfield,17143,119,1040,1,1,1,1
61517,Brimfield,17143,119,3274,2,2,3,4
61523,Chillicothe,17143,119,11191,7,7,10,15
61525,Dunlap,17143,119,9188,5,5,7,10
61526,Edelstein,17143,119,9188,5,5,7,10
61528,Edwards,17143,119,3127,2,2,3,4
61529,Elmwood,17143,119,2699,2,2,3,4
61531,Farmington,17143,119,3335,2,2,3,4
61533,Glasford,17143,119,2509,1,1,1,1
61536,Hanna City,17143,119,2918,2,2,3,4
61547,Mapleton,17143,119,4138,2,2,3,4
61565,Sparland,17143,119,1448,1,1,1,1
61569,Trivoli,17143,119,1184,1,1,1,1
61602,Peoria,17143,119,877,1,1,1,1
61603,Peoria,17143,119,16655,10,10,15,22
61604,Peoria,17143,119,30582,18,18,27,40
61605,Peoria,17143,119,15713,9,9,13,19
61606,Peoria,17143,119,7870,5,5,7,10
61607,Peoria,17143,119,10673,6,6,9,13
61614,Peoria,17143,119,28012,17,17,25,37
61615,Peoria,17143,119,23168,14,14,21,31
61616,Peoria Heights,17143,119,5910,4,4,6,9
61625,Peoria,17143,119,370,0,0,0,0
61629,Peoria,17143,119,370,0,0,0,0
61630,Peoria,17143,119,370,0,0,0,0
61633,Peoria,17143,119,370,0,0,0,0
61634,Peoria,17143,119,370,0,0,0,0
61635,East Peoria,17143,119,370,0,0,0,0
61636,Peoria,17143,119,370,0,0,0,0
61637,Peoria,17143,119,370,0,0,0,0
61638,Peoria,17143,119,370,0,0,0,0
61639,Peoria,17143,119,370,0,0,0,0
61641,Peoria,17143,119,370,0,0,0,0
61643,Peoria,17143,119,370,0,0,0,0
62238,Cutler,17145,21,619,1,1,1,1
62274,Pinckneyville,17145,21,7857,8,8,12,18
62832,Du Quoin,17145,21,8848,9,9,13,19
62883,Scheller,17145,21,899,1,1,1,1
62888,Tamaroa,17145,21,1984,2,2,3,4
61813,Bement,17147,14,1656,1,1,1,1
61818,Cerro Gordo,17147,14,1712,1,1,1,1
61830,Cisco,17147,14,337,0,0,0,0
61839,De Land,17147,14,8778,3,3,4,6
61842,Farmer City,17147,14,2727,1,1,1,1
61851,Ivesdale,17147,14,295,0,0,0,0
61853,Mahomet,17147,14,13981,5,5,7,10
61854,Mansfield,17147,14,1197,0,0,0,0
61855,Milmine,17147,14,104,0,0,0,0
61856,Monticello,17147,14,7884,3,3,4,6
61884,White Heath,17147,14,1124,0,0,0,0
61913,Atwood,17147,14,1463,0,0,0,0
61929,Hammond,17147,14,683,0,0,0,0
62312,Barry,17149,7,1933,1,1,1,1
62314,Baylis,17149,7,524,1,1,1,1
62323,Chambersburg,17149,7,268,1,1,1,1
62340,Griggsville,17149,7,1894,1,1,1,1
62343,Hull,17149,7,948,1,1,1,1
62345,Kinderhook,17149,7,391,1,1,1,1
62355,Nebo,17149,7,754,1,1,1,1
62356,New Canton,17149,7,465,1,1,1,1
62357,New Salem,17149,7,465,1,1,1,1
62361,Pearl,17149,7,522,1,1,1,1
62363,Pittsfield,17149,7,5758,3,3,4,6
62366,Pleasant Hill,17149,7,1589,1,1,1,1
62370,Rockport,17149,7,234,1,1,1,1
62910,Brookport,17151,7,2365,4,4,6,9
62928,Eddyville,17151,7,2402,5,5,7,10
62938,Golconda,17151,7,3027,6,6,9,13
62943,Grantsburg,17151,7,360,1,1,1,1
62960,Metropolis,17151,7,10959,19,19,28,42
62972,Ozark,17151,7,1039,2,2,3,4
62985,Simpson,17151,7,1643,3,3,4,6
62941,Grand Chain,17153,7,895,2,2,3,4
62956,Karnak,17153,7,911,2,2,3,4
62963,Mound City,17153,7,9,1,1,1,1
62964,Mounds,17153,7,1291,2,2,3,4
62970,Olmsted,17153,7,398,1,1,1,1
62976,Pulaski,17153,7,361,1,1,1,1
62992,Ullin,17153,7,1570,3,3,4,6
62996,Villa Ridge,17153,7,464,1,1,1,1
61326,Granville,17155,7,2297,3,3,4,6
61327,Hennepin,17155,7,1326,2,2,3,4
61334,Lostant,17155,7,1437,2,2,3,4
61335,Mc Nabb,17155,7,441,1,1,1,1
61336,Magnolia,17155,7,569,1,1,1,1
61354,Peru,17155,7,10589,13,13,19,28
61560,Putnam,17155,7,3263,4,4,6,9
62217,Baldwin,17157,21,748,1,1,1,1
62233,Chester,17157,21,9680,7,7,10,15
62241,Ellis Grove,17157,21,989,1,1,1,1
62242,Evansville,17157,21,1445,1,1,1,1
62261,Modoc,17157,21,64,1,1,1,1
62272,Percy,17157,21,1741,2,2,3,4
62277,Prairie Du Rocher,17157,21,1363,1,1,1,1
62278,Red Bud,17157,21,6543,5,5,7,10
62280,Rockwood,17157,21,7,1,1,1,1
62286,Sparta,17157,21,6110,5,5,7,10
62288,Steeleville,17157,21,3094,3,3,4,6
62297,Walsh,17157,21,251,1,1,1,1
62907,Ava,17157,21,1995,2,2,3,4
62916,Campbell Hill,17157,21,425,1,1,1,1
62419,Calhoun,17159,21,2108,3,3,4,6
62421,Claremont,17159,21,660,1,1,1,1
62425,Dundas,17159,21,502,1,1,1,1
62448,Newton,17159,21,5565,8,8,12,18
62452,Parkersburg,17159,21,421,1,1,1,1
62466,Sumner,17159,21,4598,7,7,10,15
61201,Rock Island,17161,105,38385,26,26,39,58
61232,Andalusia,17161,105,1229,1,1,1,1
61239,Carbon Cliff,17161,105,1239,1,1,1,1
61240,Coal Valley,17161,105,6138,4,4,6,9
61242,Cordova,17161,105,1208,1,1,1,1
61244,East Moline,17161,105,23679,16,16,24,36
61256,Hampton,17161,105,1962,1,1,1,1
61257,Hillsdale,17161,105,1198,1,1,1,1
61259,Illinois City,17161,105,1283,1,1,1,1
61260,Joy,17161,105,1062,1,1,1,1
61264,Milan,17161,105,10621,7,7,10,15
61265,Moline,17161,105,43706,29,29,43,64
61272,New Boston,17161,105,1198,1,1,1,1
61273,Orion,17161,105,3243,2,2,3,4
61275,Port Byron,17161,105,4750,3,3,4,6
61279,Reynolds,17161,105,3245,2,2,3,4
61281,Sherrard,17161,105,2394,2,2,3,4
61282,Silvis,17161,105,7820,5,5,7,10
61284,Taylor Ridge,17161,105,2110,1,1,1,1
62201,East Saint Louis,17163,287,7570,6,6,9,13
62203,East Saint Louis,17163,287,8264,7,7,10,15
62204,East Saint Louis,17163,287,7954,7,7,10,15
62205,East Saint Louis,17163,287,8007,7,7,10,15
62206,East Saint Louis,17163,287,15121,13,13,19,28
62207,East Saint Louis,17163,287,8913,8,8,12,18
62208,Fairview Heights,17163,287,16516,14,14,21,31
62220,Belleville,17163,287,18302,15,15,22,33
62221,Belleville,17163,287,29949,25,25,37,55
62223,Belleville,17163,287,16309,14,14,21,31
62225,Scott Air Force Base,17163,287,5128,4,4,6,9
62226,Belleville,17163,287,28666,24,24,36,54
62232,Caseyville,17163,287,6705,6,6,9,13
62234,Collinsville,17163,287,32426,27,27,40,60
62236,Columbia,17163,287,13757,12,12,18,27
62239,Dupo,17163,287,4715,4,4,6,9
62240,East Carondelet,17163,287,1727,1,1,1,1
62243,Freeburg,17163,287,5795,5,5,7,10
62254,Lebanon,17163,287,6292,5,5,7,10
62255,Lenzburg,17163,287,1279,1,1,1,1
62258,Mascoutah,17163,287,9253,8,8,12,18
62260,Millstadt,17163,287,7405,6,6,9,13
62264,New Athens,17163,287,3745,3,3,4,6
62265,New Baden,17163,287,4391,4,4,6,9
62269,O Fallon,17163,287,32029,27,27,40,60
62285,Smithton,17163,287,4436,4,4,6,9
62293,Trenton,17163,287,4427,4,4,6,9
62294,Troy,17163,287,14117,12,12,18,27
62298,Waterloo,17163,287,16608,14,14,21,31
62930,Eldorado,17165,28,6074,8,8,12,18
62934,Equality,17165,28,902,1,1,1,1
62935,Galatia,17165,28,1799,2,2,3,4
62946,Harrisburg,17165,28,12662,16,16,24,36
62947,Herod,17165,28,449,1,1,1,1
62977,Raleigh,17165,28,744,1,1,1,1
62515,Buffalo,17167,161,1010,0,0,0,0
62520,Dawson,17167,161,1637,1,1,1,1
62530,Divernon,17167,161,1458,0,0,0,0
62536,Glenarm,17167,161,3003,1,1,1,1
62539,Illiopolis,17167,161,1297,0,0,0,0
62545,Mechanicsburg,17167,161,1169,0,0,0,0
62548,Mount Pulaski,17167,161,2514,1,1,1,1
62558,Pawnee,17167,161,3347,1,1,1,1
62561,Riverton,17167,161,5350,2,2,3,4
62563,Rochester,17167,161,5689,2,2,3,4
62613,Athens,17167,161,3886,1,1,1,1
62615,Auburn,17167,161,5712,2,2,3,4
62625,Cantrall,17167,161,822,0,0,0,0
62629,Chatham,17167,161,13736,5,5,7,10
62661,Loami,17167,161,1537,1,1,1,1
62670,New Berlin,17167,161,2883,1,1,1,1
62677,Pleasant Plains,17167,161,2269,1,1,1,1
62684,Sherman,17167,161,5861,2,2,3,4
62690,Virden,17167,161,3991,1,1,1,1
62692,Waverly,17167,161,2122,1,1,1,1
62693,Williamsville,17167,161,1510,0,0,0,0
62701,Springfield,17167,161,1206,0,0,0,0
62702,Springfield,17167,161,34051,11,11,16,24
62703,Springfield,17167,161,30910,10,10,15,22
62704,Springfield,17167,161,40828,13,13,19,28
62706,Springfield,17167,161,40828,13,13,19,28
62707,Springfield,17167,161,6924,2,2,3,4
62711,Springfield,17167,161,16752,6,6,9,13
62712,Springfield,17167,161,10243,3,3,4,6
62715,Springfield,17167,161,10243,3,3,4,6
62716,Springfield,17167,161,10243,3,3,4,6
62719,Springfield,17167,161,10243,3,3,4,6
62722,Springfield,17167,161,10243,3,3,4,6
62723,Springfield,17167,161,10243,3,3,4,6
62726,Springfield,17167,161,10243,3,3,4,6
62736,Springfield,17167,161,10243,3,3,4,6
62739,Springfield,17167,161,10243,3,3,4,6
62756,Springfield,17167,161,10243,3,3,4,6
62757,Springfield,17167,161,10243,3,3,4,6
62761,Springfield,17167,161,10243,3,3,4,6
62762,Springfield,17167,161,10243,3,3,4,6
62763,Springfield,17167,161,10243,3,3,4,6
62764,Springfield,17167,161,10243,3,3,4,6
62765,Springfield,17167,161,10243,3,3,4,6
62766,Springfield,17167,161,10243,3,3,4,6
62767,Springfield,17167,161,10243,3,3,4,6
62769,Springfield,17167,161,10243,3,3,4,6
62776,Springfield,17167,161,10243,3,3,4,6
62777,Springfield,17167,161,10243,3,3,4,6
62781,Springfield,17167,161,10243,3,3,4,6
62786,Springfield,17167,161,10243,3,3,4,6
62796,Springfield,17167,161,10243,3,3,4,6
61440,Industry,17169,14,242,1,1,1,1
61452,Littleton,17169,14,222,1,1,1,1
61484,Vermont,17169,14,832,2,2,3,4
62311,Augusta,17169,14,633,2,2,3,4
62319,Camden,17169,14,261,1,1,1,1
62344,Huntsville,17169,14,14,1,1,1,1
62346,La Prairie,17169,14,391,1,1,1,1
62353,Mount Sterling,17169,14,5346,12,12,18,27
62367,Plymouth,17169,14,1033,3,3,4,6
62624,Browning,17169,14,463,1,1,1,1
62639,Frederick,17169,14,291,1,1,1,1
62681,Rushville,17169,14,5552,12,12,18,27
62082,Roodhouse,17171,7,2746,4,4,6,9
62621,Bluffs,17171,7,1195,2,2,3,4
62628,Chapin,17171,7,766,2,2,3,4
62650,Jacksonville,17171,7,26749,38,38,57,85
62665,Meredosia,17171,7,1359,2,2,3,4
62668,Murrayville,17171,7,1251,2,2,3,4
62694,Winchester,17171,7,3038,5,5,7,10
61914,Bethany,17173,7,1833,1,1,1,1
61928,Gays,17173,7,665,1,1,1,1
61957,Windsor,17173,7,1912,1,1,1,1
62401,Effingham,17173,7,18722,7,7,10,15
62414,Beecher City,17173,7,1993,1,1,1,1
62422,Cowden,17173,7,660,1,1,1,1
62431,Herrick,17173,7,1054,1,1,1,1
62438,Lakewood,17173,7,300,1,1,1,1
62444,Mode,17173,7,1678,1,1,1,1
62447,Neoga,17173,7,3615,2,2,3,4
62461,Shumway,17173,7,672,1,1,1,1
62462,Sigel,17173,7,982,1,1,1,1
62463,Stewardson,17173,7,1242,1,1,1,1
62465,Strasburg,17173,7,964,1,1,1,1
62510,Assumption,17173,7,1538,1,1,1,1
62534,Findlay,17173,7,1389,1,1,1,1
62550,Moweaqua,17173,7,2778,1,1,1,1
62553,Oconee,17173,7,515,1,1,1,1
62557,Pana,17173,7,7118,3,3,4,6
62565,Shelbyville,17173,7,7024,3,3,4,6
62571,Tower Hill,17173,7,1659,1,1,1,1
61345,Neponset,17175,7,835,2,2,3,4
61421,Bradford,17175,7,1300,2,2,3,4
61434,Galva,17175,7,3012,4,4,6,9
61443,Kewanee,17175,7,13663,18,18,27,40
61449,La Fayette,17175,7,3837,6,6,9,13
61451,Laura,17175,7,1787,3,3,4,6
61479,Speer,17175,7,65,1,1,1,1
61483,Toulon,17175,7,2090,3,3,4,6
61491,Wyoming,17175,7,1927,3,3,4,6
61559,Princeville,17175,7,3263,5,5,7,10
61007,Baileyville,17177,21,507,1,1,1,1
61018,Dakota,17177,21,4962,3,3,4,6
61032,Freeport,17177,21,29896,15,15,22,33
61039,German Valley,17177,21,1012,1,1,1,1
61044,Kent,17177,21,277,1,1,1,1
61048,Lena,17177,21,3876,2,2,3,4
61050,Mc Connell,17177,21,445,1,1,1,1
61060,Orangeville,17177,21,1425,1,1,1,1
61062,Pearl City,17177,21,1803,1,1,1,1
61067,Ridott,17177,21,752,1,1,1,1
61070,Rock City,17177,21,1503,1,1,1,1
61078,Shannon,17177,21,1253,1,1,1,1
61087,Warren,17177,21,1493,1,1,1,1
61089,Winslow,17177,21,6052,3,3,4,6
61534,Green Valley,17179,49,1806,1,1,1,1
61535,Groveland,17179,49,1697,1,1,1,1
61546,Manito,17179,49,3767,2,2,3,4
61550,Morton,17179,49,17787,7,7,10,15
61554,Pekin,17179,49,42059,16,16,24,36
61558,Pekin,17179,49,42059,16,16,24,36
61568,Tremont,17179,49,4223,2,2,3,4
61571,Washington,17179,49,24974,10,10,15,22
61610,Creve Coeur,17179,49,5493,3,3,4,6
61721,Armington,17179,49,592,1,1,1,1
61732,Danvers,17179,49,2057,1,1,1,1
61734,Delavan,17179,49,2765,2,2,3,4
61747,Hopedale,17179,49,1479,1,1,1,1
61755,Mackinaw,17179,49,4738,2,2,3,4
